,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
0,MSFT,Microsoft Corporation,394.04,0.73627,2.88,390.38,395,468.35,344.79,2929285479200,386.563,414.687,NASDAQ,14268415,24343352,391.3,391.16,12.41,31.75,2025-04-30 20:00:00+00:00,7433980000,1970-01-01 00:00:01.745956801
